DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60200422;Eßling, Schippanisiedlung;Wien;49000001;48.2193754;16.5442995
60200423;Greutberggasse;Wien;49000001;48.2278798;16.2051586
60200424;Griegstraße;Wien;49000001;48.2493829;16.3753354
60200425;Enkplatz;Wien;49000001;48.1743402;16.4153104
60200426;Grinzing;Wien;49000001;48.25549;16.3421516
60200427;Am Bahnhof;Wien;49000001;48.223948;16.4510903
60200428;Grinzinger Straße;Wien;49000001;48.2547543;16.3653641
60200429;Lange Allee;Wien;49000001;48.2273772;16.4445237
60200430;Großer Biberhaufen;Wien;49000001;48.2022067;16.4733775
60200431;Großjedlersdorf;Wien;49000001;48.2765031;16.4085731
60200432;Großmarktstraße;Wien;49000001;48.1465245;16.367008
60200434;Gruschaplatz;Wien;49000001;48.1953927;16.2826383
60200435;Gräßlplatz;Wien;49000001;48.1768382;16.3973621
60200436;Gumpendorfer Straße;Wien;49000001;48.1907278;16.3375613
60200437;Grenzgasse;Wien;49000001;48.1932849;16.329683
60200438;Guneschgasse;Wien;49000001;48.2365324;16.3535513
60200439;Gunoldstraße;Wien;49000001;48.2446571;16.361708
60200440;Guntherstraße;Wien;49000001;48.2023744;16.3267635
60200441;Eßling, Stadtgrenze;Wien;49000001;48.2084451;16.5399427
60200442;Gusenleithnergasse;Wien;49000001;48.1946502;16.2900583
60200443;Gustav-Pick-Gasse;Wien;49000001;48.2420308;16.3259371
60200444;Gutheil-Schoder-Gasse;Wien;49000001;48.1594575;16.3358455
60200445;Gutraterplatz;Wien;49000001;48.2077207;16.3093452
60200446;Gußhausstraße;Wien;49000001;48.1978119;16.3751558
60200447;Gußriegelstraße;Wien;49000001;48.1663302;16.3588334
60200448;Gymnasiumstraße;Wien;49000001;48.2300102;16.3447478
60200449;Günselgasse;Wien;49000001;48.2167957;16.2551049
60200450;Dornbach;Wien;49000001;48.2263658;16.3077192
60200451;Gütenbachstraße;Wien;49000001;48.1380725;16.2413427
60200453;Lusthaus;Wien;49000001;48.1910931;16.4398434
60200454;Haberditzlgasse;Wien;49000001;48.2718456;16.4533631
60200455;Haberlandtgasse;Wien;49000001;48.2188308;16.4899335
60200456;Neulerchenfelder Straße/Haberlgasse;Wien;49000001;48.2117017;16.3311563
60200457;Habsburgergasse;Wien;49000001;48.207625;16.3677986
60200458;Beingasse;Wien;49000001;48.1994046;16.3322792
60200459;Hadersdorfer Hauptstraße;Wien;49000001;48.2096903;16.2201784
60200460;Hadersdorf;Wien;49000001;48.2103788;16.223583
60200461;Oberzellergasse;Wien;49000001;48.1918656;16.3949636
60200462;Stammersdorfer Kellergasse;Wien;49000001;48.3073734;16.4033898
60200463;11. Haidequerstraße;Wien;49000001;48.1754844;16.4626876
60200464;7. Haidequerstraße;Wien;49000001;48.1791265;16.4423228
60200465;Haidestraße;Wien;49000001;48.1795158;16.4266921
60200466;Kaiserebersdorf, Dreherstraße;Wien;49000001;48.1566051;16.4737009
60200467;Eckpergasse;Wien;49000001;48.2333492;16.3165586
60200468;Halteraugasse;Wien;49000001;48.251949;16.3639358
60200469;Halterlacken;Wien;49000001;48.1601227;16.4613491
60200470;Hans-Mandl-Berufsschule;Wien;49000001;48.1815284;16.3386033
60200471;Empergergasse;Wien;49000001;48.2863071;16.4141786
60200472;Hütteldorfer Str./Lützowgasse;Wien;49000001;48.197243;16.2948913
60200473;Hardeggasse;Wien;49000001;48.2208897;16.4577918
60200474;Hardtgasse;Wien;49000001;48.2370589;16.3490417
60200475;Harrachgasse;Wien;49000001;48.2222124;16.4253267
60200476;Hartlebengasse;Wien;49000001;48.2256656;16.4647447
60200477;Haschafeld;Wien;49000001;48.2252048;16.4751832
60200478;Haselbrunnerstraße;Wien;49000001;48.1372333;16.2511433
60200479;Hasenleiten;Wien;49000001;48.1617585;16.4178706
60200482;Haspelmeistergasse;Wien;49000001;48.2177534;16.2441634
60200483;Haspingerplatz;Wien;49000001;48.277364;16.4050966
60200484;Geiselbergstraße;Wien;49000001;48.1749992;16.407037
60200485;Deinleingasse;Wien;49000001;48.2218054;16.4439218
60200486;Prater, Hauptallee;Wien;49000001;48.2094389;16.4060668
60200487;Hausfeldstraße;Wien;49000001;48.2334689;16.4867175
60200488;Dreimarkstein;Wien;49000001;48.2584206;16.2874981
60200489;Hawlicekgasse;Wien;49000001;48.2603165;16.4157147
60200491;Heiligenstadt;Wien;49000001;48.2490958;16.3657773
60200493;Heiligenstädter Brücke;Wien;49000001;48.2438734;16.3679063
60200494;Heinestraße;Wien;49000001;48.2222842;16.3823333
60200495;Heinrich-von-Buol-Gasse;Wien;49000001;48.26708;16.4282282
60200498;Helferstorferstr.;Wien;49000001;48.2139166;16.365436
60200499;Hellingstraße;Wien;49000001;48.1875058;16.4561119
60200500;Dresdner Straße;Wien;49000001;48.2369812;16.3795216
60200501;Henriettenplatz;Wien;49000001;48.1901708;16.3319737
60200502;Gersthof, Herbeckstraße;Wien;49000001;48.2324636;16.3175019
60200503;Heringgasse;Wien;49000001;48.2343186;16.5215901
60200504;Speising, Hermesstraße;Wien;49000001;48.1681995;16.2840217
60200505;Hernals;Wien;49000001;48.2232358;16.3148788
60200506;Herrengasse;Wien;49000001;48.2094868;16.3658492
60200507;Hernalser Gürtel;Wien;49000001;48.2151796;16.340903
60200508;Hernals, Wattgasse;Wien;49000001;48.2215181;16.3213107
60200509;Hertlgasse;Wien;49000001;48.2152514;16.2804643
60200510;Herzgasse;Wien;49000001;48.1724172;16.3659301
60200511;Hetzendorf;Wien;49000001;48.1660846;16.3144207
60200512;Freudenauer Hafenstraße;Wien;49000001;48.1830857;16.4653466
60200513;Hetzgasse;Wien;49000001;48.2083972;16.3929334
60200514;Heuberg;Wien;49000001;48.2260426;16.2834108
60200515;Heuberggasse;Wien;49000001;48.2286997;16.2975683
60200516;Heudörfelgasse;Wien;49000001;48.1532611;16.2640342
60200517;Schönbrunner Straße/Kettenbrückengasse;Wien;49000001;48.1949376;16.3609893
60200520;Hietzing;Wien;49000001;48.1877933;16.3038655
60200521;Obere Waldandacht;Wien;49000001;48.2530436;16.2735922
60200523;Hillerstraße;Wien;49000001;48.2211291;16.4077826
60200524;Himberger Straße;Wien;49000001;48.1433237;16.3826387
60200525;Himmelmutterweg;Wien;49000001;48.2306625;16.2960411
60200526;Himmelstraße;Wien;49000001;48.2572364;16.3374804
60200527;Hintere Zollamtsstraße;Wien;49000001;48.211157;16.3870584
60200528;Am Krautgarten;Wien;49000001;48.2347972;16.4611874
60200529;Hirschengasse;Wien;49000001;48.1930932;16.3491585
60200530;Hirschstetten Ort;Wien;49000001;48.2348272;16.4662449
60200531;Blumengärten Hirschstetten;Wien;49000001;48.2358743;16.4717067
60200532;Hirschstetten;Wien;49000001;48.2326611;16.4682392
60200533;Fuchsienweg;Wien;49000001;48.2585223;16.4926284
60200534;Hütteldorfer Str./Hochsatzengasse;Wien;49000001;48.1980095;16.2774011
60200535;Hoefftgasse;Wien;49000001;48.1560298;16.4681494
60200536;Hoferstiege;Wien;49000001;48.1390916;16.2717956
60200537;Hofherr-Schrantz-Gasse;Wien;49000001;48.2829835;16.3716793
60200538;Hofmannsthalgasse;Wien;49000001;48.1850682;16.3999133
60200539;Hofwiesengasse;Wien;49000001;48.1701586;16.2872287
60200540;Hohe Warte;Wien;49000001;48.2510458;16.3551143
60200541;Hohe-Wand-Wiese;Wien;49000001;48.2296153;16.2016372
60200542;Hohenbergstraße;Wien;49000001;48.1741485;16.3259191
60200543;Hohenfelsplatz;Wien;49000001;48.1741186;16.3166036
60200544;Hoher Markt;Wien;49000001;48.2112707;16.3720566
60200545;Hollergasse;Wien;49000001;48.186314;16.3245896
60200546;Kollarzgasse;Wien;49000001;48.2854583;16.425668
60200547;Holubstraße;Wien;49000001;48.2318054;16.3945594
60200548;Hopfengasse;Wien;49000001;48.2691967;16.3917387
60200549;Horeischygasse;Wien;49000001;48.183493;16.2767273
60200550;Hosnedlgasse;Wien;49000001;48.2549816;16.4617983
60200551;Hoßplatz;Wien;49000001;48.2550055;16.4078454
60200552;Hubermanngasse;Wien;49000001;48.1412617;16.3320726
60200553;Hubert-Gsur-Gasse;Wien;49000001;48.1463267;16.3889808
60200554;Hubertusdamm;Wien;49000001;48.2507647;16.3921878
60200555;Huflattichweg;Wien;49000001;48.2470799;16.5310135
60200556;Huglgasse;Wien;49000001;48.1979256;16.3251915
60200557;Hugo-Wolf-Park;Wien;49000001;48.2388659;16.3329349
60200558;Unter St. Veit, Hummelgasse;Wien;49000001;48.1856791;16.2818657
60200559;Husarenweg;Wien;49000001;48.2027097;16.4648076
60200560;Hütteldorf;Wien;49000001;48.1973867;16.2610697
60200561;Pelargonienweg;Wien;49000001;48.2566563;16.4956198
60200562;Hütteldorfer Friedhof;Wien;49000001;48.2043082;16.2446485
60200563;Hüttenbrennergasse;Wien;49000001;48.1760894;16.3948019
60200564;Hüttergasse;Wien;49000001;48.2132342;16.2270146
60200565;Hämmerlegasse;Wien;49000001;48.1388219;16.3942719
60200566;Hänflingweg;Wien;49000001;48.2182861;16.2575393
60200567;Hänischgasse;Wien;49000001;48.2318772;16.5429521
60200568;Häußlergasse;Wien;49000001;48.2381957;16.4395829
60200569;Höchstädtplatz;Wien;49000001;48.2392428;16.3769075
60200570;Hödlgasse;Wien;49000001;48.1491797;16.2954752
60200571;Hörtengasse;Wien;49000001;48.1623937;16.4444967
60200572;Senekowitschgasse;Wien;49000001;48.254222;16.4589057
60200574;Illgasse;Wien;49000001;48.287933;16.4479193
60200575;Liesing Industriegelände Süd;Wien;49000001;48.128432;16.3022575
60200576;Industriegelände Liesing West;Wien;49000001;48.1331026;16.2980264
60200577;Innocentiagasse;Wien;49000001;48.1905421;16.2624531
60200578;Innstraße;Wien;49000001;48.2305189;16.38678
60200579;Invalidensiedlung;Wien;49000001;48.2614946;16.5360979
60200580;Inzersdorf Friedhof;Wien;49000001;48.1477952;16.3500029
60200581;Inzersdorf, Großmarkt;Wien;49000001;48.1356805;16.3578093
60200582;Blumental;Wien;49000001;48.1388279;16.3692448
60200584;Hosnedlgasse/Lieblgasse;Wien;49000001;48.2574158;16.4634062
60200585;Inzersdorf Lokalbahn;Wien;49000001;48.1499528;16.3344082
60200586;Inzersdorf, Zetschegasse;Wien;49000001;48.138714;16.3303747
60200587;Lafnitzgasse;Wien;49000001;48.2815309;16.4563814
60200588;Oleandergasse;Wien;49000001;48.2551909;16.4977668
60200589;Jagdschloßgasse;Wien;49000001;48.1771377;16.2836264
60200591;Jedlersdorf;Wien;49000001;48.2731789;16.396886
60200592;Obachgasse;Wien;49000001;48.26046;16.4647897
60200593;Trillergasse;Wien;49000001;48.2738486;16.4031832
60200594;Jeneweingasse;Wien;49000001;48.2659916;16.3852259
60200595;Jenbachgasse;Wien;49000001;48.1668215;16.2662799
60200596;Scheedgasse;Wien;49000001;48.240571;16.4875709
60200597;Joachimsthalerplatz;Wien;49000001;48.2088462;16.3049255
60200598;Großjedlersdorf, Jochbergengasse;Wien;49000001;48.2799766;16.4007488
60200599;Jochen-Rindt-Straße;Wien;49000001;48.1461589;16.3542879
60200600;Johann-Friedl-Gasse;Wien;49000001;48.1370714;16.4074592
60200601;Johannes-Krawarik-Gasse;Wien;49000001;48.2137909;16.3086804
60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;48.2131025;16.325461
60200604;Johann-Strauß-Gasse;Wien;49000001;48.1899133;16.3661097
60200605;Kirsteweg;Wien;49000001;48.1323712;16.4183468
60200606;Johnstraße;Wien;49000001;48.1976741;16.3196399
60200607;Josef-Baumann-Gasse;Wien;49000001;48.2512671;16.4302943
60200608;Josef-Enslein-Platz;Wien;49000001;48.1518527;16.3715535
60200609;Josef-Gall-Gasse;Wien;49000001;48.2099118;16.3972813
60200610;Josef-Meder-Gasse;Wien;49000001;48.1299789;16.2942445
60200611;Josef-Melichar-Gasse;Wien;49000001;48.246021;16.4010452
60200612;Josef-Ressel-Straße;Wien;49000001;48.2112168;16.2335723
60200613;Josef-Österreicher-Gasse;Wien;49000001;48.1473217;16.3017814
60200614;Elisabethwiese;Wien;49000001;48.2810048;16.3342734
60200615;Josefstädter Straße;Wien;49000001;48.2113844;16.3391603
60200616;Leibnizgasse;Wien;49000001;48.1707997;16.3753354
60200617;Julius-Ficker-Straße;Wien;49000001;48.267056;16.4482696
60200618;Julius-Payer-Gasse;Wien;49000001;48.2342886;16.4207992
60200619;Julius-Raab-Platz;Wien;49000001;48.2113306;16.3828453
60200620;Jungstraße;Wien;49000001;48.2210872;16.4057434
60200621;Jura-Soyfer-Gasse;Wien;49000001;48.1491797;16.3927178
60200622;Justgasse;Wien;49000001;48.2759949;16.4214729
60200623;Jüptnergasse;Wien;49000001;48.2561539;16.4405262
60200624;In der Au;Wien;49000001;48.2092952;16.4861965
60200625;Jägerwaldsiedlung;Wien;49000001;48.2238523;16.2463463
60200627;Kagran;Wien;49000001;48.2434666;16.4335732
60200628;Hagedornweg;Wien;49000001;48.2327688;16.4926015
60200630;Kagraner Anger;Wien;49000001;48.2393565;16.4486918
60200631;Kagraner Brücke;Wien;49000001;48.2393624;16.4301686
60200632;Kagraner Friedhof;Wien;49000001;48.2537076;16.4461227
60200633;Kagraner Platz;Wien;49000001;48.2503041;16.4433019
60200634;Kahlenberg;Wien;49000001;48.27627;16.3369594
60200635;Kahlenbergerdorf;Wien;49000001;48.2745062;16.3566684
60200636;Korbweidenweg;Wien;49000001;48.2039131;16.4701616
60200637;Kaiser-Franz-Josef-Straße;Wien;49000001;48.1358964;16.266765
60200638;Kaiserebersdorfer Friedhof;Wien;49000001;48.1586605;16.453929
60200639;Kaiserebersdorf, Zinnergasse;Wien;49000001;48.1600088;16.4707365
60200640;Angelibad;Wien;49000001;48.2471277;16.4031203
60200641;Kaisermühlen-VIC;Wien;49000001;48.232338;16.4154991
60200642;Kaisermühlenstraße;Wien;49000001;48.2132521;16.4409484
60200643;Mariahilfer Straße/Kaiserstraße;Wien;49000001;48.1966742;16.3415767
60200644;Burggasse/Kaiserstraße;Wien;49000001;48.2043202;16.3400316
60200645;Neustiftgasse/Kaiserstraße;Wien;49000001;48.2060265;16.3396813
60200646;Westbahnstraße/Kaiserstraße;Wien;49000001;48.2018355;16.3405257
60200647;Kalksburg Kirchenplatz;Wien;49000001;48.1376949;16.244945
60200648;Kammerergasse;Wien;49000001;48.244681;16.3185709
60200649;Kanalstraße;Wien;49000001;48.2126116;16.4560311
60200650;Wulzendorfstraße;Wien;49000001;48.2153113;16.468356
60200651;Kapellergasse;Wien;49000001;48.2488446;16.4835465
60200652;Kappgasse;Wien;49000001;48.186278;16.4227665
60200653;Kardinal-Nagl-Platz;Wien;49000001;48.1973328;16.4005332
60200654;Karl-Meißl-Straße;Wien;49000001;48.2284065;16.3736286
60200655;Karl-Schwed-Gasse;Wien;49000001;48.1494854;16.2771136
60200657;Karlsplatz;Wien;49000001;48.2009554;16.3689484
60200658;Arsenalsteg;Wien;49000001;48.180564;16.3885586
60200659;Karmeliterplatz;Wien;49000001;48.2157602;16.380348
60200660;Karthäuserstraße;Wien;49000001;48.2505434;16.3238889
60200661;Kaserngasse;Wien;49000001;48.1491737;16.2591653
60200662;Haus des Meeres;Wien;49000001;48.1976442;16.3540453
60200663;Kellerberggasse;Wien;49000001;48.1258597;16.3049883
60200664;Kellermanngasse;Wien;49000001;48.2053081;16.351566
60200665;Kempfengerngasse;Wien;49000001;48.2200219;16.2958615
60200666;Keplerplatz;Wien;49000001;48.1781321;16.3765392
60200667;Dreherstraße/Hoefftgasse;Wien;49000001;48.154999;16.472048
60200668;Kerbelgasse;Wien;49000001;48.2174062;16.2497509
60200669;Familienplatz;Wien;49000001;48.2135275;16.3189302
60200670;Kettenbrückengasse;Wien;49000001;48.1968179;16.3589951
60200671;Lemböckgasse;Wien;49000001;48.1277784;16.3072341
60200672;Keylwerthgasse;Wien;49000001;48.2508903;16.2884324
60200673;Khevenhüllerstraße;Wien;49000001;48.2434965;16.3070635
60200674;Khleslplatz;Wien;49000001;48.1625494;16.3221462
60200675;Sanddorngasse;Wien;49000001;48.2186752;16.4578277
60200676;Kierischitzweg;Wien;49000001;48.2000273;16.4571719
60200677;Kinskygasse/Rossakgasse;Wien;49000001;48.1461709;16.3309856
60200679;Kirchfeldgasse;Wien;49000001;48.1594635;16.3085097
60200680;Kirchstetterngasse;Wien;49000001;48.2069066;16.33183
60200681;Jungbauerweg;Wien;49000001;48.1552747;16.3452688
60200682;Kirschenallee;Wien;49000001;48.2144852;16.519533
60200683;Kleehäufel;Wien;49000001;48.2080201;16.4459789
60200684;Klebindergraben;Wien;49000001;48.1605062;16.4535966
60200685;Klederinger Straße;Wien;49000001;48.1314239;16.4233414
60200686;Kleiner Ring;Wien;49000001;48.1668754;16.25983
60200687;Kleingartenverein Hackenberg;Wien;49000001;48.2478755;16.3117796
60200688;Kleistgasse;Wien;49000001;48.1935424;16.3906068
60200689;Kliebergasse;Wien;49000001;48.1828042;16.3644658
60200690;Klimtgasse;Wien;49000001;48.1728545;16.3009908
60200692;Gürtelbrücke;Wien;49000001;48.2372444;16.3651575
60200693;Lehenstraße;Wien;49000001;48.2309318;16.522704
60200694;Knotzenbachgasse;Wien;49000001;48.1453617;16.2936606
60200695;Knödelhüttenstraße;Wien;49000001;48.2208897;16.2391508
60200696;Kohlgasse;Wien;49000001;48.1878532;16.3515929
60200697;Kolbegasse;Wien;49000001;48.1445645;16.3603874
60200698;Kollburggasse;Wien;49000001;48.2183759;16.3012244
60200699;Koloniestraße;Wien;49000001;48.2658242;16.3932658
60200700;Inzersdorf, Slamastraße;Wien;49000001;48.1390017;16.3415947
60200701;Konstanziagasse;Wien;49000001;48.2281192;16.4577918
60200702;Hauffgasse;Wien;49000001;48.1777008;16.4127772
60200703;Dirmhirngasse;Wien;49000001;48.1357285;16.2824766
60200704;Panikengasse;Wien;49000001;48.20805;16.3243201
60200705;Thaliastraße U/Koppstr.;Wien;49000001;48.2061762;16.3369145
60200706;Korbergasse;Wien;49000001;48.1859846;16.3387201
60200707;Korbgasse;Wien;49000001;48.1368855;16.2750744
60200708;Kornauthgasse;Wien;49000001;48.1609136;16.3668733
60200709;Jakov-Lind-Straße;Wien;49000001;48.2244148;16.3963111
60200710;Klinik Hietzing;Wien;49000001;48.1691342;16.279045
60200711;KGV Alsrückenweg;Wien;49000001;48.2316917;16.3081863
60200712;Mariahilfer Straße/Geibelgasse;Wien;49000001;48.1917159;16.3317132
60200713;Krapfenwaldgasse;Wien;49000001;48.2687483;16.3242572
60200714;Kratzlgasse;Wien;49000001;48.2414564;16.3298088
60200715;Krausegasse;Wien;49000001;48.1746637;16.4204039
60200716;Kraygasse;Wien;49000001;48.2485395;16.4492668
60200717;Kreilplatz;Wien;49000001;48.2543535;16.3666487
60200718;Krenngasse;Wien;49000001;48.2295614;16.3196758
60200719;Röntgengasse;Wien;49000001;48.2254202;16.2860788
60200720;Podhagskygasse;Wien;49000001;48.2404334;16.4994377
60200721;Kronawettergasse;Wien;49000001;48.155029;16.3960865
60200722;Kronfußgasse;Wien;49000001;48.1394393;16.3595161
60200723;Krottenbachstraße;Wien;49000001;48.2400505;16.3409479
60200724;Inzersdorf, Kolpingstraße;Wien;49000001;48.1412017;16.3422954
60200725;Kugelfanggasse;Wien;49000001;48.2461706;16.3985658
60200726;Kugelmanngasse;Wien;49000001;48.1410878;16.3036319
60200727;Kundratstraße;Wien;49000001;48.1758139;16.3554557
60200728;Kunerolgasse;Wien;49000001;48.154184;16.30197
60200729;Kurpark Nordeingang;Wien;49000001;48.1519966;16.4017279
60200730;Kurzbauergasse;Wien;49000001;48.2118633;16.3960236
60200732;Kutschkergasse;Wien;49000001;48.2261863;16.3448286
60200733;Pensionisten-Wohnhaus Prater;Wien;49000001;48.213713;16.418239
60200734;Kärntner Straße;Wien;49000001;48.2037694;16.3697928
60200735;Oberlaa, Friedhof;Wien;49000001;48.1382044;16.4049169
60200736;Kölblgasse;Wien;49000001;48.191129;16.385711
60200737;Stiegengasse;Wien;49000001;48.1985304;16.3572613
60200740;Lainzer Tor;Wien;49000001;48.1668934;16.2571171
60200741;Lamezanstraße;Wien;49000001;48.1406203;16.3369863
60200742;Landesgerichtsstraße;Wien;49000001;48.2144972;16.3569828
60200743;Mitte-Landstraße;Wien;49000001;48.2060445;16.3845881
60200744;Lafitegasse;Wien;49000001;48.1761973;16.2677981
60200745;Landwehrstraße;Wien;49000001;48.1690683;16.4706018
60200746;Veitschiweg;Wien;49000001;48.2261683;16.4405351
60200747;Lange Gasse;Wien;49000001;48.2149761;16.3509551
60200748;Langfeldgasse;Wien;49000001;48.2697947;16.4432121
60200749;Langobardenstraße;Wien;49000001;48.2244926;16.4547375
60200750;Langsulzgasse;Wien;49000001;48.1579295;16.3997516
60200751;Lannesstraße;Wien;49000001;48.2146887;16.5104151
60200752;Lassallestraße;Wien;49000001;48.2235889;16.4024825
60200753;Laudongasse;Wien;49000001;48.2132461;16.3490058
60200754;Laurentiusplatz;Wien;49000001;48.2019313;16.3083121
60200755;Laurenzgasse;Wien;49000001;48.1855473;16.3626961
60200757;Pulkaugasse;Wien;49000001;48.2829178;16.4532822
60200758;Lavantgasse/Schule;Wien;49000001;48.2822303;16.4502729
60200759;Schönbrunner Allee;Wien;49000001;48.1359743;16.3251555
60200760;Laxenburger Str./Troststr.;Wien;49000001;48.1690922;16.3705743
60200761;Laxenburger Straße/Raxstraße;Wien;49000001;48.1649881;16.3683106
60200762;Lazarettgasse;Wien;49000001;48.2189744;16.3517546
60200763;St. Marx/Leberstraße;Wien;49000001;48.1876016;16.3996079
60200764;Lebingergasse;Wien;49000001;48.2040448;16.2900044
60200765;Lechnerstraße;Wien;49000001;48.1966322;16.4048361
60200766;Rosenbergstraße;Wien;49000001;48.217903;16.5285251
60200767;Himmelteich;Wien;49000001;48.2255459;16.5206289
60200768;Leibenfrostgasse;Wien;49000001;48.1899612;16.3629207
60200769;Leopoldau;Wien;49000001;48.2777287;16.4498417
60200770;Wehrbrücklstraße/Gernotgasse;Wien;49000001;48.2196627;16.5292078
60200771;Leopoldauer Platz;Wien;49000001;48.2634023;16.4409304
60200772;Resedaweg;Wien;49000001;48.2339296;16.4948293
60200773;Leopoldauer Straße;Wien;49000001;48.2623917;16.4361424
60200774;Leopoldigasse;Wien;49000001;48.1417112;16.2917382
60200775;Leopoldsberg;Wien;49000001;48.2789244;16.3443166
60200776;Leopoldsdorfer Straße;Wien;49000001;48.1379646;16.3996259
60200777;Auerspergstraße;Wien;49000001;48.2068646;16.3557342
60200778;Kapellenweg;Wien;49000001;48.2187949;16.4703053
60200780;Leyserstraße;Wien;49000001;48.1981232;16.3023832
60200781;Leystraße;Wien;49000001;48.2440888;16.3769165
60200782;Lichtensterngasse;Wien;49000001;48.1590321;16.3299256
60200783;Thaliastraße/Haberlgasse;Wien;49000001;48.2098759;16.3300064
60200784;Liebknechtgasse;Wien;49000001;48.2226254;16.306794
60200785;Tillmanngasse;Wien;49000001;48.2587436;16.4585643
60200786;Liechtenwerder Platz;Wien;49000001;48.2327508;16.3562013
60200787;Lieglerstraße;Wien;49000001;48.2143296;16.5421256
60200788;Liesing;Wien;49000001;48.1348053;16.2840037
60200789;Liesing Bad;Wien;49000001;48.1323352;16.2814435
60200790;Liesing Feuerwache;Wien;49000001;48.1340439;16.2904626
60200791;Liesing Friedhof;Wien;49000001;48.1336242;16.2938403
60200792;Moeringgasse;Wien;49000001;48.2040568;16.3342195
60200793;Liesing Schulzentrum;Wien;49000001;48.1406203;16.2803925
60200794;Sebastianbrücke;Wien;49000001;48.1346014;16.414475
60200796;Liesinger-Flur-Gasse;Wien;49000001;48.1366218;16.3063448
60200797;Jedleseer Friedhof;Wien;49000001;48.2701893;16.3834831
60200798;Lilienthalgasse;Wien;49000001;48.1784496;16.3912985
60200799;Lindauergasse;Wien;49000001;48.1447923;16.2589587
60200800;Lindenbauergasse;Wien;49000001;48.1696853;16.4320191
60200801;Jungnickelweg;Wien;49000001;48.1570605;16.319056
60200803;Linnéplatz;Wien;49000001;48.2365564;16.3377679
60200804;Lisztstraße;Wien;49000001;48.1991411;16.3785155
60200805;Litfaßstraße;Wien;49000001;48.1839961;16.4055368
60200806;Raffineriestraße/Ostbahnbrücke;Wien;49000001;48.2054877;16.449132
60200807;Löwenthalgasse;Wien;49000001;48.1360043;16.2781826
60200808;Lobaugasse;Wien;49000001;48.2054218;16.4867894
60200809;Lobgrundstraße;Wien;49000001;48.1773115;16.4917391
60200810;Lohnergasse;Wien;49000001;48.282308;16.3689394
60200811;Lohwaggasse;Wien;49000001;48.2172267;16.4929339
60200812;Lokomotivgasse;Wien;49000001;48.2712477;16.3955475
60200813;Lorenz-Böhler-Unfallkrankenhaus;Wien;49000001;48.2361615;16.3833035
60200814;Lorystraße;Wien;49000001;48.171914;16.4138642
60200815;Anton-Stilling-Platz;Wien;49000001;48.1666598;16.4195774
60200816;Margeritenweg;Wien;49000001;48.2319011;16.4942544
60200817;Lukschgasse;Wien;49000001;48.202542;16.4056715
60200818;Lusthaus/Aspernallee;Wien;49000001;48.1933986;16.4400141
60200819;Linzer Straße/Lützowgasse;Wien;49000001;48.1943448;16.295601
60200820;Längenfeldgasse;Wien;49000001;48.1851161;16.3353604
60200821;Ludwig-Koeßler-Platz;Wien;49000001;48.19577;16.4089683
60200822;Maculangasse;Wien;49000001;48.2614946;16.4559951
60200823;Maireckergasse;Wien;49000001;48.1358424;16.263073
60200824;Leopoldsgasse;Wien;49000001;48.2202373;16.3761708
60200825;Mannswörther Straße;Wien;49000001;48.1586126;16.490221
60200827;Margaretengürtel;Wien;49000001;48.1882903;16.342502
60200828;Ostbahnbegleitstraße;Wien;49000001;48.2333911;16.488083
60200829;Margaretenplatz/Schönbrunner Straße;Wien;49000001;48.1920692;16.3564528
60200830;Margaretenplatz;Wien;49000001;48.1910392;16.3578811
60200831;Margetinstraße;Wien;49000001;48.1756162;16.4660922
60200832;Mariabrunn Mauerbachstraße;Wien;49000001;48.2083134;16.2268439
60200833;Mariahilfer Gürtel;Wien;49000001;48.1929855;16.3388369
60200835;Museumsquartier;Wien;49000001;48.202536;16.3614115
60200836;Aquäduktsteg;Wien;49000001;48.1380006;16.2751283
60200838;Marienbrücke;Wien;49000001;48.2132581;16.3774554
60200839;Markomannenstraße;Wien;49000001;48.2501845;16.4545309
60200840;Maroltingergasse;Wien;49000001;48.2134616;16.3065245
60200841;Marschallplatz;Wien;49000001;48.1656292;16.30356
60200842;Schwarzenbergallee;Wien;49000001;48.2401402;16.2776796
60200843;Martinstraße;Wien;49000001;48.2266231;16.3422505
60200844;Marx-Meidlinger-Straße;Wien;49000001;48.1804562;16.3442357
60200845;Marxergasse;Wien;49000001;48.207613;16.3866183
60200846;Matschgasse;Wien;49000001;48.2087385;16.290768
60200847;Marderweg;Wien;49000001;48.2051584;16.4746082
60200848;Matthäus-Jiszda-Straße;Wien;49000001;48.2538092;16.3948468
60200849;Matzleinsdorfer Platz;Wien;49000001;48.1806;16.3591478
60200850;Mehlführergasse;Wien;49000001;48.1382764;16.2819555
60200852;Maurer Berg;Wien;49000001;48.1445225;16.2622735
60200853;Maurer Friedhof;Wien;49000001;48.1544717;16.2751643
60200854;Maurer Hauptplatz;Wien;49000001;48.1505522;16.2688401
60200855;Maurer Lange Gasse;Wien;49000001;48.1474715;16.2681844
60200856;Max-Fleischer-Gasse;Wien;49000001;48.1507979;16.3897354
60200858;Max-Mauermann-Gasse;Wien;49000001;48.1631127;16.4093726
60200859;Mayerhofgasse;Wien;49000001;48.1925962;16.3669721
60200860;Mayerweckstraße;Wien;49000001;48.293892;16.3812553
60200861;Mayssengasse;Wien;49000001;48.2159996;16.325461
